Date,Team,Goals,Assists,Points,Plusminus,PIM,PPG,PPP,SHG,SHP,GWG,OTG,Shots,TOI,Shifts,Year,season,Home,toi2,toi3,toi_seconds,opponent,opp_2
2023-11-22,@ COL,1,0,1,-1,0,0,0,0,0,0,0,2,20:09,31,2023,202324,0,20:09,20:09,1209,COL,COL
2023-11-24,@ SEA,0,0,0,0,2,0,0,0,0,0,0,3,18:01,22,2023,202324,0,18:01,18:01,1081,SEA,SEA
2023-11-25,@ SJS,0,3,3,0,0,0,0,0,0,0,0,1,20:47,23,2023,202324,0,20:47,20:47,1247,SJS,SJS
2023-11-28,vs ANA,0,2,2,1,0,0,0,0,0,0,0,3,20:31,26,2023,202324,1,20:31,20:31,1231,ANA,ANA
2023-11-30,vs VEG,0,1,1,-1,0,0,0,0,0,0,0,3,17:50,21,2023,202324,1,17:50,17:50,1070,VEG,VEG
2023-12-02,@ CGY,0,0,0,1,2,0,0,0,0,0,0,0,20:38,25,2023,202324,0,20:38,20:38,1238,CGY,CGY
2023-12-05,vs NJD,1,2,3,-1,0,1,1,0,0,0,0,4,21:08,26,2023,202324,1,21:08,21:08,1268,NJD,NJD
2023-12-07,vs MIN,0,0,0,1,0,0,0,0,0,0,0,4,22:38,27,2023,202324,1,22:38,22:38,1358,MIN,MIN
2023-12-09,vs CAR,1,0,1,0,2,0,0,0,0,0,0,3,19:38,25,2023,202324,1,19:38,19:38,1178,CAR,CAR
2023-12-12,vs TBL,0,2,2,2,0,0,0,0,0,0,0,2,18:51,23,2023,202324,1,18:51,18:51,1131,TBL,TBL
2023-12-14,vs FLA,0,1,1,0,2,0,0,0,0,0,0,1,15:30,23,2023,202324,1,15:30,15:30,930,FLA,FLA
2023-12-16,@ MIN,0,0,0,-1,0,0,0,0,0,0,0,1,19:35,26,2023,202324,0,19:35,19:35,1175,MIN,MIN
2023-12-17,@ CHI,0,2,2,0,2,0,0,0,0,0,0,3,19:55,24,2023,202324,0,19:55,19:55,1195,CHI,CHI
2023-12-19,@ NSH,0,0,0,1,0,0,0,0,0,0,0,2,18:24,20,2023,202324,0,18:24,18:24,1104,NSH,NSH
2023-12-21,@ DAL,0,1,1,-1,0,0,0,0,0,0,0,2,19:11,30,2023,202324,0,19:11,19:11,1151,DAL,DAL
