Date,Team,Goals,Assists,Points,Plusminus,PIM,PPG,PPP,SHG,SHP,GWG,OTG,Shots,TOI,Shifts,Year,season,Home,toi2,toi3,toi_seconds,opponent,opp_2
2023-02-23,@ CBJ,1,0,1,1,0,0,0,0,0,0,0,4,20:17,18,2023,202223,0,20:17,20:17,1217,CBJ,CBJ
2023-02-24,@ TOR,0,0,0,-1,0,0,0,0,0,0,0,2,21:07,20,2023,202223,0,21:07,21:07,1267,TOR,TOR
2023-02-26,vs CBJ,3,0,3,2,0,1,1,0,0,1,0,8,25:36,23,2023,202223,1,25:36,25:36,1536,CBJ,CBJ
2023-02-28,vs NYI,0,0,0,-1,0,0,0,0,0,0,0,6,24:21,23,2023,202223,1,24:21,24:21,1461,NYI,NYI
2023-03-02,@ VAN,2,0,2,2,2,0,0,0,0,1,0,9,21:55,18,2023,202223,0,21:55,21:55,1315,VAN,VAN
2023-03-04,@ CGY,0,0,0,0,2,0,0,0,0,0,0,2,20:06,23,2023,202223,0,20:06,20:06,1206,CGY,CGY
2023-03-07,vs CGY,0,0,0,0,0,0,0,0,0,0,0,6,23:18,25,2023,202223,1,23:18,23:18,1398,CGY,CGY
2023-03-08,@ WPG,0,1,1,1,0,0,0,0,0,0,0,0,14:50,14,2023,202223,0,14:50,14:50,890,WPG,WPG
2023-04-08,vs STL,0,0,0,0,0,0,0,0,0,0,0,3,20:26,21,2023,202223,1,20:26,20:26,1226,STL,STL
2023-04-11,vs WPG,1,0,1,-2,0,1,1,0,0,0,0,8,22:13,21,2023,202223,1,22:13,22:13,1333,WPG,WPG
2021-10-15,@ ANA,0,1,1,0,0,0,0,0,0,0,0,3,20:09,17,2021,202122,0,20:09,20:09,1209,ANA,ANA
2021-10-16,@ LAK,0,1,1,1,0,0,0,0,0,0,0,1,15:21,17,2021,202122,0,15:21,15:21,921,LAK,LAK
2021-10-19,vs WPG,0,3,3,2,4,0,0,0,0,0,0,3,22:17,23,2021,202122,1,22:17,22:17,1337,WPG,WPG
2021-10-23,vs ANA,0,0,0,-1,4,0,0,0,0,0,0,3,22:43,21,2021,202122,1,22:43,22:43,1363,ANA,ANA
2021-10-24,vs NSH,0,0,0,-2,0,0,0,0,0,0,0,3,18:00,19,2021,202122,1,18:00,18:00,1080,NSH,NSH
2021-10-26,@ VAN,0,0,0,0,0,0,0,0,0,0,0,4,17:55,21,2021,202122,0,17:55,17:55,1075,VAN,VAN
2021-10-28,@ SEA,0,1,1,-2,0,0,0,0,0,0,0,6,18:54,20,2021,202122,0,18:54,18:54,1134,SEA,SEA
2021-10-30,@ COL,0,0,0,-1,0,0,0,0,0,0,0,3,19:36,21,2021,202122,0,19:36,19:36,1176,COL,COL
2021-11-02,vs OTT,1,1,2,1,0,0,0,0,0,1,0,6,19:57,26,2021,202122,1,19:57,19:57,1197,OTT,OTT
