Date,Team,Goals,Assists,Points,Plusminus,PIM,PPG,PPP,SHG,SHP,GWG,OTG,Shots,TOI,Shifts,Year,season,Home,toi2,toi3,toi_seconds,opponent,opp_2
2022-01-20,@ LAK,0,1,1,2,0,0,0,0,0,0,0,3,26:27,30,2022,202122,0,26:27,26:27,1587,LAK,LAK
2022-01-22,vs MTL,0,0,0,-1,0,0,0,0,0,0,0,2,26:02,26,2022,202122,1,26:02,26:02,1562,MTL,MTL
2022-01-24,vs CHI,0,1,1,1,0,0,0,0,0,0,0,1,26:56,25,2022,202122,1,26:56,26:56,1616,CHI,CHI
2022-01-26,vs BOS,1,1,2,2,0,1,1,0,0,1,0,4,31:49,35,2022,202122,1,31:49,31:49,1909,BOS,BOS
2022-01-28,@ CHI,1,1,2,1,0,0,0,0,0,0,0,2,27:32,26,2022,202122,0,27:32,27:32,1652,CHI,CHI
2022-01-30,vs BUF,0,1,1,0,0,0,0,0,0,0,0,3,24:27,27,2022,202122,1,24:27,24:27,1467,BUF,BUF
2022-02-01,vs ARI,0,0,0,1,0,0,0,0,0,0,0,3,27:43,27,2022,202122,1,27:43,27:43,1663,ARI,ARI
2022-02-10,vs TBL,0,0,0,2,0,0,0,0,0,0,0,3,24:16,30,2022,202122,1,24:16,24:16,1456,TBL,TBL
2022-02-13,@ DAL,0,2,2,3,2,0,0,0,0,0,0,2,24:58,30,2022,202122,0,24:58,24:58,1498,DAL,DAL
2022-02-15,vs DAL,0,1,1,0,0,0,0,0,0,0,0,4,29:23,27,2022,202122,1,29:23,29:23,1763,DAL,DAL
2022-02-16,@ VEG,0,2,2,1,0,0,0,0,0,0,0,2,26:10,27,2022,202122,0,26:10,26:10,1570,VEG,VEG
2022-02-19,@ BUF,0,1,1,0,0,0,0,0,0,0,0,2,23:42,24,2022,202122,0,23:42,23:42,1422,BUF,BUF
2022-02-21,@ BOS,0,1,1,-2,0,0,0,0,0,0,0,3,24:55,27,2022,202122,0,24:55,24:55,1495,BOS,BOS
2022-02-23,@ DET,0,2,2,2,0,0,0,0,0,0,0,5,23:54,23,2022,202122,0,23:54,23:54,1434,DET,DET
2022-02-25,vs WPG,0,2,2,2,0,0,0,0,0,0,0,2,26:11,26,2022,202122,1,26:11,26:11,1571,WPG,WPG
2022-02-26,@ VEG,0,1,1,0,0,0,0,0,0,0,0,2,27:32,30,2022,202122,0,27:32,27:32,1652,VEG,VEG
2022-03-01,vs NYI,0,2,2,0,2,0,0,0,0,0,0,4,25:59,25,2022,202122,1,25:59,25:59,1559,NYI,NYI
2022-03-03,@ ARI,0,1,1,1,0,0,0,0,0,0,0,7,25:49,25,2022,202122,0,25:49,25:49,1549,ARI,ARI
2022-03-05,vs CGY,0,1,1,1,2,0,0,0,0,0,0,2,25:02,31,2022,202122,1,25:02,25:02,1502,CGY,CGY
2022-03-07,@ NYI,2,1,3,1,0,1,1,0,0,0,0,8,25:50,27,2022,202122,0,25:50,25:50,1550,NYI,NYI
2022-03-08,@ NJD,1,1,2,-1,0,0,0,0,0,0,0,3,25:45,27,2022,202122,0,25:45,25:45,1545,NJD,NJD
2022-03-10,@ CAR,0,0,0,-1,0,0,0,0,0,0,0,1,28:03,30,2022,202122,0,28:03,28:03,1683,CAR,CAR
