Rk,Date,G,Age,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%
5,2022-10-22,5,25-179,MIN,@,BOS,L-OT,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,21,21:36,2,1,0,0,
6,2022-10-25,6,25-182,MIN,@,MTL,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,18,20:26,0,0,0,1,0.0
7,2022-10-27,7,25-184,MIN,@,OTT,W,1,1,2,1,0,1,0,0,0,0,1,0,4,25.0,20,18:50,2,1,0,0,
8,2022-10-29,8,25-186,MIN,@,DET,L,1,0,1,0,0,1,0,0,0,0,0,0,5,20.0,20,19:46,0,1,0,0,
9,2022-10-30,9,25-187,MIN,@,CHI,W,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,25,23:37,0,1,0,0,
10,2022-11-01,10,25-189,MIN,,MTL,W,2,0,2,1,0,1,1,0,1,0,0,0,5,40.0,19,19:57,1,0,0,0,
11,2022-11-03,11,25-191,MIN,,SEA,L,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,24,23:43,0,0,0,0,
12,2022-11-08,12,25-196,MIN,@,LAK,L,0,0,0,0,5,0,0,0,0,0,0,0,3,0.0,13,10:26,0,0,0,0,
13,2022-11-09,13,25-197,MIN,@,ANA,W,2,0,2,-1,0,0,2,0,0,0,0,0,9,22.2,21,22:44,1,0,0,0,
14,2022-11-11,14,25-199,MIN,@,SEA,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,18,18:19,1,0,0,0,
15,2022-11-13,15,25-201,MIN,,SJS,L-SO,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,23,23:25,1,0,0,0,
16,2022-11-15,16,25-203,MIN,@,NSH,L,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,20,21:38,0,0,0,0,
17,2022-11-17,17,25-205,MIN,,PIT,L,0,1,1,-2,0,0,0,0,0,1,0,0,3,0.0,17,17:50,1,1,0,0,
18,2022-11-19,18,25-207,MIN,,CAR,W,0,1,1,1,0,0,0,0,0,1,0,0,5,0.0,25,23:33,0,2,0,0,
19,2022-11-23,19,25-211,MIN,,WPG,W,1,1,2,-1,0,0,1,0,0,0,1,0,5,20.0,17,20:19,3,0,0,1,0.0
20,2022-11-25,20,25-213,MIN,,TOR,L,1,1,2,0,0,0,1,0,0,1,0,0,9,11.1,21,22:37,1,0,0,0,
21,2022-11-27,21,25-215,MIN,,ARI,W,1,2,3,0,0,1,0,0,0,1,1,0,5,20.0,23,22:36,1,0,0,0,
22,2022-12-01,22,25-219,MIN,,EDM,W,1,2,3,1,0,0,1,0,0,1,1,0,3,33.3,19,18:28,0,0,0,0,
23,2022-12-03,23,25-221,MIN,,ANA,W,1,0,1,0,2,1,0,0,0,0,0,0,5,20.0,23,23:54,1,0,0,0,
24,2022-12-04,24,25-222,MIN,@,DAL,W,1,0,1,-3,0,0,1,0,0,0,0,0,3,33.3,23,22:06,1,0,0,0,
25,2022-12-07,25,25-225,MIN,@,CGY,L,1,0,1,0,0,1,0,0,0,0,0,0,5,20.0,17,20:29,0,1,0,0,
26,2022-12-09,26,25-227,MIN,@,EDM,L,0,1,1,-1,0,0,0,0,0,0,1,0,6,0.0,19,21:58,1,0,0,0,
27,2022-12-10,27,25-228,MIN,@,VAN,W,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,20,19:37,1,3,0,0,
28,2022-12-12,28,25-230,MIN,,EDM,W,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,18,18:38,1,1,0,0,
29,2022-12-14,29,25-232,MIN,,DET,W,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,20,20:18,0,0,0,0,
30,2022-12-16,30,25-234,MIN,,CHI,W,1,2,3,3,2,1,0,0,1,2,0,0,3,33.3,19,18:43,0,1,0,0,
31,2022-12-18,31,25-236,MIN,,OTT,W,1,2,3,2,0,1,0,0,0,2,0,0,4,25.0,18,17:52,0,1,0,0,
32,2022-12-21,32,25-239,MIN,@,ANA,W,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,16,21:46,0,0,0,1,0.0
33,2022-12-22,33,25-240,MIN,@,SJS,L,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,21,22:54,1,0,0,0,
34,2022-12-27,34,25-245,MIN,@,WPG,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,15,18:23,0,0,0,0,
35,2022-12-29,35,25-247,MIN,,DAL,L,1,0,1,0,0,1,0,0,0,0,0,0,2,50.0,18,20:06,2,0,0,0,
36,2022-12-31,36,25-249,MIN,@,STL,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,18,20:20,2,0,1,0,100.0
37,2023-01-04,37,25-253,MIN,,TBL,W,2,0,2,2,0,1,1,0,1,0,0,0,6,33.3,14,17:10,1,0,0,0,
38,2023-01-07,38,25-256,MIN,@,BUF,L-OT,1,0,1,-2,4,0,1,0,0,0,0,0,6,16.7,23,20:37,1,0,0,0,
39,2023-01-08,39,25-257,MIN,,STL,L,0,0,0,-1,0,0,0,0,0,0,0,0,6,0.0,19,26:39,0,0,0,0,
40,2023-01-10,40,25-259,MIN,@,NYR,L-SO,1,0,1,2,0,1,0,0,0,0,0,0,3,33.3,22,20:24,1,0,0,0,
41,2023-01-12,41,25-261,MIN,@,NYI,W,1,1,2,2,0,1,0,0,0,1,0,0,5,20.0,17,20:11,1,1,0,0,
42,2023-01-14,42,25-263,MIN,,ARI,W,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,16,17:49,1,2,0,0,
43,2023-01-17,43,25-266,MIN,@,WSH,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,18:21,1,0,0,0,
44,2023-01-19,44,25-268,MIN,@,CAR,L,1,0,1,-1,4,0,1,0,0,0,0,0,2,50.0,22,21:28,0,0,0,0,
45,2023-01-21,45,25-270,MIN,@,FLA,L,0,3,3,0,0,0,0,0,0,1,2,0,1,0.0,19,22:21,1,0,0,0,
46,2023-01-24,46,25-273,MIN,@,TBL,L,1,0,1,-1,0,0,1,0,0,0,0,0,3,33.3,17,21:08,1,0,0,0,
47,2023-01-26,47,25-275,MIN,,PHI,W,0,1,1,1,2,0,0,0,0,0,1,0,3,0.0,22,22:19,0,0,0,0,
48,2023-01-28,48,25-277,MIN,,BUF,W,0,1,1,0,0,0,0,0,0,0,1,0,5,0.0,21,23:35,4,0,0,0,
49,2023-02-06,49,25-286,MIN,@,ARI,L,1,0,1,-1,0,1,0,0,0,0,0,0,4,25.0,20,20:52,2,0,0,0,
50,2023-02-08,50,25-288,MIN,@,DAL,L,0,1,1,-1,0,0,0,0,0,0,1,0,2,0.0,20,22:54,1,1,0,0,
51,2023-02-09,51,25-289,MIN,,VEG,L,1,0,1,-1,0,0,1,0,0,0,0,0,3,33.3,19,17:31,4,0,0,0,
52,2023-02-11,52,25-291,MIN,,NJD,W,0,0,0,1,2,0,0,0,0,0,0,0,2,0.0,26,24:05,0,0,0,0,
53,2023-02-13,53,25-293,MIN,,FLA,L-SO,1,0,1,0,0,1,0,0,0,0,0,0,6,16.7,24,23:51,1,2,0,0,
54,2023-02-15,54,25-295,MIN,,COL,L,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,22,24:37,0,0,0,0,
55,2023-02-17,55,25-297,MIN,,DAL,W,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,22,23:20,1,0,0,0,
56,2023-02-19,56,25-299,MIN,,NSH,W,2,0,2,1,2,1,1,0,0,0,0,0,6,33.3,18,20:58,2,1,0,0,
57,2023-02-21,57,25-301,MIN,,LAK,W,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,21,22:50,1,3,0,0,
58,2023-02-23,58,25-303,MIN,@,CBJ,W,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,18,20:17,0,2,0,0,
59,2023-02-24,59,25-304,MIN,@,TOR,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,20,21:07,4,0,0,0,
