,Date,Team,Goals,Assists,Points,Plusminus,PIM,PPG,PPP,SHG,SHP,GWG,OTG,Shots,TOI,Shifts,Year,season,Home,toi2,toi3,toi_seconds,opponent,opp_2
421,1668384000,@ STL,1,1,2,1,2,0,1,0,0,0,0,3,-2208993480,24,2022,2022,0,00:-2208,NA,NA,STL,OTHER
422,1668556800,@ WPG,0,2,2,-1,2,0,2,0,0,0,0,3,-2208988320,19,2022,2022,0,00:-2208,NA,NA,WPG,WPG
423,1668729600,vs WPG,1,0,1,1,4,0,0,0,0,0,0,4,-2208994980,25,2022,2022,1,00:-2208,NA,NA,WPG,WPG
424,1668902400,vs CHI,1,1,2,1,0,0,1,0,0,0,0,2,-2209001220,20,2022,2022,1,00:-2209,NA,NA,CHI,OTHER
425,1669161600,@ DAL,0,0,0,-1,0,0,0,0,0,0,0,3,-2208999600,21,2022,2022,0,00:-2208,NA,NA,DAL,OTHER
426,1669248000,@ ARI,2,2,4,2,0,1,2,0,0,0,0,6,-2208991380,22,2022,2022,0,00:-2208,NA,NA,ARI,OTHER
427,1669507200,@ VGK,0,0,0,-1,0,0,0,0,0,0,0,1,-2208995940,20,2022,2022,0,00:-2208,NA,NA,VGK,OTHER
428,1669852800,vs PIT,1,3,4,5,0,0,0,0,0,0,0,2,-2209000020,21,2022,2022,1,00:-2209,NA,NA,PIT,OTHER
429,1670025600,@ SEA,1,1,2,0,0,0,1,0,0,0,0,3,-2208982020,21,2022,2022,0,00:-2208,NA,NA,SEA,OTHER
430,1670198400,vs LAK,0,0,0,0,15,0,0,0,0,0,0,4,-2209004700,19,2022,2022,1,00:-2209,NA,NA,LAK,OTHER
431,1670371200,vs MIN,0,1,1,-1,0,0,0,0,0,0,0,4,-2208994680,19,2022,2022,1,00:-2208,NA,NA,MIN,OTHER
432,1670544000,vs BOS,0,2,2,-1,0,0,2,0,0,0,0,4,-2208978780,19,2022,2022,1,00:-2208,NA,NA,BOS,OTHER
433,1670716800,vs CAR,0,0,0,-2,0,0,0,0,0,0,0,3,-2208995640,22,2022,2022,1,00:-2208,NA,NA,CAR,OTHER
434,1670976000,vs TOR,0,0,0,-2,0,0,0,0,0,0,0,2,-2208998340,25,2022,2022,1,00:-2208,NA,NA,TOR,OTHER
435,1671148800,vs CBJ,0,2,2,1,0,0,1,0,0,0,0,5,-2208999960,19,2022,2022,1,00:-2208,NA,NA,CBJ,OTHER
436,1671321600,@ SEA,1,1,2,2,0,0,0,0,0,0,0,4,-2208991680,28,2022,2022,0,00:-2208,NA,NA,SEA,OTHER
437,1645056000,vs ANA,0,2,2,1,2,0,0,0,0,0,0,7,-2208995700,26,2022,2022,1,00:-2208,NA,NA,ANA,OTHER
438,1644883200,@ LAK,1,1,2,1,2,0,0,0,0,0,0,2,-2208998940,19,2022,2022,0,00:-2208,NA,NA,LAK,OTHER
439,1644796800,@ SJS,1,0,1,1,0,0,0,0,0,0,0,7,-2209007340,21,2022,2022,0,00:-2209,NA,NA,SJS,OTHER
440,1644537600,vs NYI,0,2,2,2,0,0,0,0,0,0,0,3,-2209001100,23,2022,2022,1,00:-2209,NA,NA,NYI,OTHER
441,1644364800,vs CHI,0,1,1,0,0,0,1,0,0,0,0,3,-2209004880,16,2022,2022,1,00:-2209,NA,NA,CHI,OTHER
442,1644278400,vs VGK,0,0,0,-2,0,0,0,0,0,0,0,2,-2209000260,18,2022,2022,1,00:-2209,NA,NA,VGK,OTHER
443,1643760000,@ WSH,1,0,1,1,0,1,1,0,0,0,0,3,-2208997680,20,2022,2022,0,00:-2208,NA,NA,WSH,OTHER
444,1643587200,@ OTT,1,0,1,0,0,0,0,0,0,0,0,5,-2208984420,23,2022,2022,0,00:-2208,NA,NA,OTT,OTHER
445,1643414400,@ MTL,0,0,0,1,0,0,0,0,0,0,0,2,-2209012380,18,2022,2022,0,00:-2209,NA,NA,MTL,MTL
446,1643241600,vs NSH,1,0,1,1,0,0,0,0,0,0,0,4,-2208981060,22,2022,2022,1,00:-2208,NA,NA,NSH,OTHER
447,1643068800,@ VAN,1,1,2,1,2,0,0,0,0,1,1,6,-2208976320,24,2022,2022,0,00:-2208,NA,NA,VAN,VAN
448,1642809600,vs CGY,0,2,2,0,0,0,2,0,0,0,0,1,-2208993420,23,2022,2022,1,00:-2208,NA,NA,CGY,CGY
449,1642636800,vs FLA,0,0,0,-1,0,0,0,0,0,0,0,3,-2209000140,18,2022,2022,1,00:-2209,NA,NA,FLA,OTHER
450,1642204800,vs OTT,0,0,0,-2,0,0,0,0,0,0,0,7,-2208983880,24,2022,2022,1,00:-2208,NA,NA,OTT,OTHER
451,1641168000,@ NYR,0,0,0,0,0,0,0,0,0,0,0,7,-2209006860,20,2022,2022,0,00:-2209,NA,NA,NYR,OTHER
452,1640995200,@ NYI,0,1,1,0,2,0,0,0,0,0,0,3,-2208995940,24,2022,2022,0,00:-2208,NA,NA,NYI,OTHER
453,1672444800,@ NJD,2,0,2,-1,0,0,0,0,0,0,0,3,-2208974580,27,2022,2022,0,00:-2208,NA,NA,NJD,OTHER
454,1672272000,@ STL,0,1,1,1,0,0,0,0,0,0,0,4,-2208992460,22,2022,2022,0,00:-2208,NA,NA,STL,OTHER
